ID,Occurred,At,A/C,Station,Flight No,ATA
39009,2022-12-09,14:44:00,Avión 2,,,25-65
39012,2022-12-09,15:00:00,Avión 6,PIQ,NT5551,73-21
39019,2022-12-09,17:50:00,Avión 37,PDQ,NT523,
39016,2022-12-09,16:57:00,Avión 10,,NT154,22-18
39017,2022-12-09,17:09:00,Avión 20,PDQ,NT368,
39074,2022-12-10,21:13:00,Avión 21,HOR,NT785,
39069,2022-12-10,18:42:00,Avión 21,PIQ,NT610,12-11
39050,2022-12-10,09:27:00,Avión 11,PIQ,415,
39100,2022-12-11,17:16:00,Avión 28,PDQ,NT168,
39091,2022-12-11,11:25:00,Avión 31,PDQ,127,24-31
39357,2022-12-11,22:00:00,Avión 18,,NT488,UNK
39103,2022-12-11,19:14:00,Avión 19,PIQ,,32-41
39112,2022-12-11,23:15:00,Avión 28,PDQ,,
39099,2022-12-11,15:50:00,Avión 16,PDQ,221,
39355,2022-12-11,14:00:00,Avión 21,,NT470,12-28
39093,2022-12-11,12:53:00,Avión 19,PIQ,618,
39128,2022-12-12,12:40:00,Avión 16,PIQ,127,
39147,2022-12-12,19:33:00,Avión 21,PDQ,,12-28
39123,2022-12-12,09:10:00,Avión 21,PDQ,501,12-28
39129,2022-12-12,08:00:00,Avión 17,PDQ,,05-20
39178,2022-12-13,14:05:00,Avión 18,PDQ,NT134,25-26
39197,2022-12-13,19:21:00,Avión 28,PDQ,,
39192,2022-12-13,16:59:00,Avión 2,PDQ,,23-12
39193,2022-12-13,17:02:00,Avión 17,PDQ,,25-71
39195,2022-12-13,19:14:00,Avión 3,PIQ,,05-20
39161,2022-12-13,07:15:00,Avión 23,PDQ,NT120,33-48
39167,2022-12-13,09:37:00,Avión 35,PIQ,119,32-00
39203,2022-12-13,23:45:00,Avión 32,PDQ,NT9101,34-41
39358,2022-12-13,20:00:00,Avión 25,PDQ,NT191,UNK
39191,2022-12-13,16:41:00,Avión 18,PDQ,,12-13
39230,2022-12-14,12:06:00,Avión 10,PIQ,610,24-00
39239,2022-12-14,13:54:00,Avión 34,PIQ,145,
39251,2022-12-14,16:14:00,Avión 38,PDQ,NT352,36-11
39300,2022-12-14,07:00:00,Avión 24,PIQ,NT106,UNK
39267,2022-12-14,22:09:00,Avión 25,PIQ,,05-20
39220,2022-12-14,07:58:00,Avión 38,PDQ,NT503,36-11
39219,2022-12-14,07:52:00,Avión 35,PIQ,451,
39243,2022-12-14,14:34:00,Avión 25,PIQ,NT127,05-51
39283,2022-12-15,07:31:00,Avión 13,HOR,605,24-32
39297,2022-12-15,11:15:00,Avión 14,PIQ,650,52-12
39319,2022-12-15,19:28:00,Avión 16,PIQ,NT177,34-48
39284,2022-12-15,07:33:00,Avión 31,PDQ,,05-20
39287,2022-12-15,08:14:00,Avión 24,PDQ,,33-51
39294,2022-12-15,10:40:00,Avión 14,GRW,,52-11
39311,2022-12-15,15:44:00,Avión 18,PDQ,,00-00
39313,2022-12-15,17:29:00,Avión 14,PDQ,,
39302,2022-12-15,14:18:00,Avión 25,PIQ,420,61-21
39373,2022-12-16,15:34:00,Avión 22,PDQ,NT913,12-37
39329,2022-12-16,01:37:00,Avión 16,PDQ,,05-20
39343,2022-12-16,09:28:00,Avión 20,HOR,,
39337,2022-12-16,07:29:00,Avión 38,PDQ,NT2P,21-50
39386,2022-12-16,22:04:00,Avión 8,PDQ,,05-20
39368,2022-12-16,14:51:00,Avión 11,PIQ,,
39367,2022-12-16,14:38:00,Avión 21,PDQ,NT215,12-37
39335,2022-12-16,06:45:00,Avión 10,PIQ,,23-44
39349,2022-12-16,11:08:00,Avión 25,PDQ,NT120,61-21
39427,2022-12-17,19:41:00,Avión 13,HOR,NT530,27-70
39403,2022-12-17,07:27:00,Avión 20,PDQ,NT309R,27-70
39410,2022-12-17,11:19:00,Avión 23,PIQ,NT591,30-11
39404,2022-12-17,07:52:00,Avión 34,PIQ,NT451,
39420,2022-12-17,15:18:00,Avión 8,PIQ,,22-00
39455,2022-12-18,14:02:00,Avión 16,PDQ,,12-11
39456,2022-12-18,14:02:00,Avión 10,PIQ,,29-00
39467,2022-12-18,16:42:00,Avión 36,PDQ,,29-00
39449,2022-12-18,07:47:00,Avión 23,PIQ,,33-00
39463,2022-12-18,15:03:00,Avión 32,PDQ,,34-41
39507,2022-12-19,15:12:00,Avión 36,PDQ,,
39503,2022-12-19,14:45:00,Avión 13,PDQ,215,32-00
39511,2022-12-19,16:00:00,Avión 38,PIQ,166,
39512,2022-12-19,16:33:00,Avión 20,PDQ,,
39486,2022-12-19,07:06:00,Avión 20,PDQ,,
39501,2022-12-19,14:06:00,Avión 34,PDQ,,20-45
39513,2022-12-19,16:46:00,Avión 11,PIQ,,
39516,2022-12-19,18:01:00,Avión 17,PDQ,NT366,52-31
39489,2022-12-19,07:37:00,Avión 23,PIQ,,
39544,2022-12-20,09:55:00,Avión 18,PDQ,508,
39538,2022-12-20,07:57:00,Avión 7,PDQ,,
39552,2022-12-20,14:18:00,Avión 6,PDQ,9101,32-44
39561,2022-12-20,16:15:00,Avión 25,PIQ,420,12-37
39569,2022-12-20,21:43:00,Avión 10,PIQ,,
39562,2022-12-20,16:24:00,Avión 34,PIQ,NT942,
39565,2022-12-20,18:22:00,Avión 28,PIQ,NT165,25-45
39541,2022-12-20,09:19:00,Avión 11,PIQ,453,
39551,2022-12-20,13:43:00,Avión 17,PDQ,,
39559,2022-12-20,15:34:00,Avión 20,PDQ,,
39591,2022-12-21,07:39:00,Avión 28,PDQ,107,
39627,2022-12-21,19:26:00,Avión 23,PIQ,NT475,12-37
39648,2022-12-22,06:55:00,Avión 18,PDQ,,
39649,2022-12-22,07:00:00,Avión 36,PDQ,500,74-00
39683,2022-12-22,21:33:00,Avión 35,PDQ,192,32-61
39673,2022-12-22,15:33:00,Avión 28,,,
39672,2022-12-22,14:52:00,Avión 23,,NT147,61-51
39679,2022-12-22,16:55:00,Avión 8,PIQ,NT632,38-31
39662,2022-12-22,11:47:00,Avión 35,PDQ,NT509,
39686,2022-12-22,22:03:00,Avión 36,PDQ,NT318,20-45
39643,2022-12-22,05:43:00,Avión 25,PDQ,,
39669,2022-12-22,14:38:00,Avión 8,PIQ,,
39675,2022-12-22,16:52:00,Avión 37,PDQ,NT522,21-31
39665,2022-12-22,13:48:00,Avión 12,PDQ,,
39698,2022-12-23,05:58:00,Avión 38,PDQ,NT2P,36-00
39720,2022-12-23,10:45:00,Avión 37,,NT1,
39711,2022-12-23,14:02:00,Avión 20,PDQ,,
39717,2022-12-23,15:40:00,Avión 34,PDQ,NT913,25-65
39706,2022-12-23,11:09:00,Avión 13,PDQ,NT505,34-52
39707,2022-12-23,12:12:00,Avión 23,,469,28-21
39719,2022-12-23,15:20:00,Avión 15,,NT5600,
39774,2022-12-24,23:54:00,Avión 28,PDQ,,
39752,2022-12-24,14:00:00,Avión 8,PDQ,517,32-41
39759,2022-12-24,14:37:00,Avión 31,PDQ,NT518,
39794,2022-12-25,15:34:00,Avión 24,PDQ,NT5401,27-40
39799,2022-12-25,16:29:00,Avión 12,PDQ,NT5231,32-44
39782,2022-12-25,11:16:00,Avión 12,PDQ,5231,32-44
39779,2022-12-25,07:46:00,Avión 20,,NT503,23-44
39817,2022-12-26,06:37:00,Avión 11,PIQ,,
39823,2022-12-26,09:29:00,Avión 2,PIQ,415,30-00
39880,2022-12-26,23:30:00,Avión 35,PDQ,NT3161,05-51
39821,2022-12-26,09:02:00,Avión 14,PIQ,458,UNK
39819,2022-12-26,07:43:00,Avión 8,PDQ,,05-20
39809,2022-12-26,01:39:00,Avión 17,PDQ,NT156,52-42
39838,2022-12-26,14:00:00,Avión 23,PDQ,NT151,UNK
39858,2022-12-27,07:42:00,Avión 2,PDQ,,22-16
39852,2022-12-27,06:26:00,Avión 15,PIQ,,12-12
39879,2022-12-27,17:47:00,Avión 35,PIQ,NT169,
39868,2022-12-27,12:14:00,Avión 36,PDQ,NT110,26-12
39878,2022-12-27,17:24:00,Avión 28,PDQ,,25-40
39887,2022-12-27,16:40:00,Avión 7,PIQ,,05-20
39901,2022-12-28,06:46:00,Avión 13,PDQ,,09-10
39925,2022-12-28,21:36:00,Avión 15,PDQ,NT5201,73-00
39958,2022-12-29,14:22:00,Avión 1,PDQ,214,36-00
39963,2022-12-29,15:20:00,Avión 17,PDQ,NT6203,42-11
39971,2022-12-29,19:31:00,Avión 28,PIQ,428,52-10
39964,2022-12-29,15:27:00,Avión 24,PDQ,NT5101,27-40
39941,2022-12-29,06:55:00,Avión 1,PDQ,,25-26
39953,2022-12-29,11:24:00,Avión 38,PDQ,NT108,
40011,2022-12-30,15:56:00,Avión 37,PDQ,NT912,52-31
39993,2022-12-30,09:11:00,Avión 16,PIQ,,25-65
40022,2022-12-30,21:31:00,Avión 28,PDQ,204,
40008,2022-12-30,15:44:00,Avión 7,PIQ,NT135,33-50
40001,2022-12-30,14:06:00,Avión 11,PIQ,,32-41
40013,2022-12-30,16:29:00,Avión 16,PIQ,,28-42
40023,2022-12-30,21:42:00,Avión 10,PDQ,,05-20
40046,2022-12-31,08:05:00,Avión 38,PIQ,NT451,
40047,2022-12-31,08:13:00,Avión 7,PIQ,102,33-51
40054,2022-12-31,12:05:00,Avión 24,PIQ,,05-20
40064,2022-12-31,15:54:00,Avión 16,PDQ,524,12-28
40045,2022-12-31,07:44:00,Avión 24,PIQ,,33-50
40033,2022-12-31,00:24:00,Avión 2,PDQ,,05-20
40049,2022-12-31,07:00:00,Avión 31,PDQ,,05-20
40052,2022-12-31,09:32:00,Avión 18,PIQ,,24-46
40053,2022-12-31,10:36:00,Avión 28,PDQ,,05-20
40061,2022-12-31,14:58:00,Avión 17,PDQ,NT517,53-00
40065,2022-12-31,17:34:00,Avión 20,PDQ,NT207,27-70
40080,2023-01-01,14:34:00,Avión 11,PIQ,631,
40075,2023-01-01,06:51:00,Avión 18,PIQ,,00-00
40132,2023-01-02,21:31:00,Avión 2,PDQ,128,30-61
40109,2023-01-02,07:25:00,Avión 1,PDQ,NT205,25-26
40110,2023-01-02,07:43:00,Avión 21,PDQ,,
40133,2023-01-02,15:50:00,Avión 12,PDQ,NT5700,38-11
40108,2023-01-02,07:04:00,Avión 35,PDQ,,25-00
40131,2023-01-02,20:09:00,Avión 7,PIQ,,05-20
40155,2023-01-03,10:07:00,Avión 28,PIQ,NT656,20-45
40149,2023-01-03,07:15:00,Avión 13,PDQ,NT353,24-30
40170,2023-01-03,15:35:00,Avión 13,PDQ,,33-51
40176,2023-01-03,17:50:00,Avión 16,PIQ,484,12-28
40234,2023-01-04,08:20:00,Avión 18,PIQ,NT458,05-20
40223,2023-01-04,16:39:00,Avión 15,PDQ,,05-20
40205,2023-01-04,10:39:00,Avión 23,PDQ,,05-20
40229,2023-01-04,19:56:00,Avión 18,PIQ,,12-28
40221,2023-01-04,16:01:00,Avión 18,PIQ,,28-00
40212,2023-01-04,13:57:00,Avión 32,PDQ,,28-10
40252,2023-01-04,19:20:00,Avión 18,PIQ,NT428,25-40
40253,2023-01-05,13:36:00,Avión 17,PIQ,,72-00
40247,2023-01-05,09:22:00,Avión 6,PDQ,NT6505,73-33
40244,2023-01-05,07:11:00,Avión 18,HOR,NT488,27-70
40251,2023-01-05,11:32:00,Avión 18,HOR,NT488,27-00
40262,2023-01-05,15:33:00,Avión 2,PDQ,NT134,UNK
40248,2023-01-05,09:57:00,Avión 11,PDQ,NT237,
40290,2023-01-06,08:36:00,Avión 6,PDQ,NT5701,73-00
40323,2023-01-07,12:06:00,Avión 16,PDQ,NT110,12-28
40320,2023-01-07,08:32:00,Avión 16,PIQ,,12-28
40319,2023-01-07,06:58:00,Avión 1,PDQ,200,00-00
40366,2023-01-08,09:17:00,Avión 37,PDQ,,35-31
40382,2023-01-08,14:52:00,Avión 31,PIQ,NT6261,26-12
40369,2023-01-08,09:59:00,Avión 37,PDQ,313,25-54
40390,2023-01-08,16:14:00,Avión 20,PIQ,NT630,
40397,2023-01-08,20:58:00,Avión 16,PDQ,,12-28
40365,2023-01-08,09:12:00,Avión 25,PIQ,NT606,42-11
40380,2023-01-08,14:27:00,Avión 8,PDQ,NT150,21-00
40392,2023-01-08,17:24:00,Avión 22,PDQ,NT,52-31
42031,2023-01-08,11:00:00,Avión 28,PIQ,NT667,UNK
40414,2023-01-09,06:45:00,Avión 2,PDQ,,
40436,2023-01-09,16:52:00,Avión 13,PIQ,167,05-51
40422,2023-01-09,10:33:00,Avión 11,PIQ,,
40406,2023-01-09,04:52:00,Avión 32,PDQ,NT5301,32-40
40442,2023-01-09,19:30:00,Avión 25,PDQ,NT525,
40495,2023-01-10,19:31:00,Avión 35,PDQ,,
40453,2023-01-10,06:10:00,Avión 28,PDQ,,05-20
40464,2023-01-10,08:37:00,Avión 35,PDQ,,32-61
40491,2023-01-10,17:56:00,Avión 1,PDQ,NT150,25-00
40509,2023-01-10,16:00:00,Avión 37,,NT167,UNK
40472,2023-01-10,10:39:00,Avión 12,PDQ,NT106,27-30
40526,2023-01-11,08:15:00,Avión 14,,NT155,05-20
40523,2023-01-11,13:18:00,Avión 10,PDQ,NT207,34-41
40512,2023-01-11,07:46:00,Avión 25,PDQ,NT107,30-83
40537,2023-01-11,21:26:00,Avión 11,PDQ,NT204,
40513,2023-01-11,08:12:00,Avión 18,PDQ,105,00-00
40549,2023-01-12,08:23:00,Avión 25,PDQ,,79-00
40547,2023-01-12,07:10:00,Avión 38,PIQ,,52-31
40548,2023-01-12,07:39:00,Avión 11,PDQ,NT205,23-43
40577,2023-01-12,15:20:00,Avión 32,PDQ,NT5701,32-11
40619,2023-01-13,19:00:00,Avión 35,PDQ,NT175,
40625,2023-01-13,22:14:00,Avión 10,PIQ,,
40590,2023-01-13,08:34:00,Avión 19,PDQ,,34-18
40620,2023-01-13,19:38:00,Avión 20,PDQ,NT525,
40591,2023-01-13,08:57:00,Avión 14,,,
40608,2023-01-13,15:02:00,Avión 21,PIQ,NT631,72-00
40582,2023-01-13,04:39:00,Avión 17,PDQ,,05-20
40626,2023-01-13,22:22:00,Avión 20,PDQ,NT192,30-30
40637,2023-01-14,07:23:00,Avión 28,PIQ,,12-37
40641,2023-01-14,09:40:00,Avión 17,PDQ,NT304,12-14
40654,2023-01-14,19:27:00,Avión 28,PDQ,NT312,
40651,2023-01-14,16:37:00,Avión 19,PDQ,NT169,
40676,2023-01-15,11:51:00,Avión 8,PIQ,NT662,25-00
40684,2023-01-15,15:32:00,Avión 31,PDQ,NT167,12-37
40663,2023-01-15,00:10:00,Avión 24,PDQ,NT9401,32-00
40690,2023-01-15,21:23:00,Avión 22,PIQ,,05-20
40695,2023-01-16,01:37:00,Avión 32,PDQ,,
40732,2023-01-16,15:58:00,Avión 38,PDQ,,23-00
40735,2023-01-16,17:03:00,Avión 2,PDQ,,55-31
40718,2023-01-16,11:34:00,Avión 14,PDQ,,31-53
40773,2023-01-17,14:37:00,Avión 13,PIQ,,
40786,2023-01-17,17:36:00,Avión 1,PIQ,,
40766,2023-01-17,13:36:00,Avión 20,PDQ,6103,
40771,2023-01-17,14:15:00,Avión 28,PIQ,NT423,25-00
40756,2023-01-17,08:04:00,Avión 38,PIQ,NT451,25-33
40789,2023-01-17,19:21:00,Avión 16,PIQ,NT173,21-50
40825,2023-01-18,15:22:00,Avión 20,PDQ,167,12-37
40854,2023-01-19,05:50:00,Avión 20,PIQ,,
40909,2023-01-19,15:45:00,Avión 24,,NT5320,
40867,2023-01-19,11:18:00,Avión 11,PDQ,120,
40860,2023-01-19,07:58:00,Avión 3,PDQ,,05-20
40870,2023-01-19,12:27:00,Avión 14,PIQ,NT469,27-51
40884,2023-01-19,18:46:00,Avión 7,PIQ,NT636,52-11
40913,2023-01-20,09:29:00,Avión 14,PIQ,NT415,
40908,2023-01-20,06:58:00,Avión 38,PIQ,NT451,
40929,2023-01-20,17:45:00,Avión 28,PIQ,NT311,24-21
40927,2023-01-20,16:02:00,Avión 37,PDQ,,
40945,2023-01-21,07:12:00,Avión 7,PIQ,NT100,
40946,2023-01-21,07:27:00,Avión 28,PIQ,,
40947,2023-01-21,07:48:00,Avión 3,PDQ,,05-20
40962,2023-01-21,14:45:00,Avión 16,PIQ,,26-20
40990,2023-01-22,15:16:00,Avión 34,PDQ,,
40983,2023-01-22,08:38:00,Avión 37,PIQ,NT107,21-31
40987,2023-01-22,14:03:00,Avión 14,PDQ,NT517,31-53
40993,2023-01-22,19:00:00,Avión 35,PDQ,,
41025,2023-01-23,15:11:00,Avión 15,PDQ,NT5701,27-40
41001,2023-01-23,01:43:00,Avión 7,PDQ,,05-20
41032,2023-01-23,17:37:00,Avión 8,PIQ,NT634,12-37
41010,2023-01-23,07:51:00,Avión 6,PDQ,NT5401,38-10
41074,2023-01-24,19:37:00,Avión 28,PIQ,179,
41055,2023-01-24,08:22:00,Avión 36,PDQ,NT105,25-21
41063,2023-01-24,13:36:00,Avión 20,PDQ,NT186,25-33
41058,2023-01-24,10:14:00,Avión 32,PDQ,NT6505,25-00
41118,2023-01-24,22:20:00,Avión 10,PDQ,NT157,UNK
41110,2023-01-25,13:26:00,Avión 15,PDQ,NT5231,12-12
41120,2023-01-25,16:51:00,Avión 36,PDQ,,32-71
41138,2023-01-26,07:34:00,Avión 11,PDQ,NT205,
41155,2023-01-26,15:59:00,Avión 3,PIQ,NT622,34-58
41157,2023-01-26,17:54:00,Avión 38,PDQ,353,
41463,2023-01-26,15:20:00,Avión 7,HOR,471,UNK
41137,2023-01-26,06:57:00,Avión 19,PIQ,,
41182,2023-01-27,07:36:00,Avión 11,PDQ,NT156,
41191,2023-01-27,12:19:00,Avión 10,PIQ,NT423,
41203,2023-01-27,16:32:00,Avión 21,PDQ,352,72-00
41180,2023-01-27,06:54:00,Avión 2,PIQ,,
41208,2023-01-27,18:07:00,Avión 35,PDQ,523,
41190,2023-01-27,12:16:00,Avión 3,PIQ,NT109,31-00
41185,2023-01-27,08:43:00,Avión 21,PDQ,NT353,72-00
41183,2023-01-27,08:15:00,Avión 38,PDQ,,
41213,2023-01-27,21:52:00,Avión 7,PIQ,NT195,74-21
41199,2023-01-27,14:58:00,Avión 1,PDQ,150,
41201,2023-01-27,15:48:00,Avión 16,PDQ,NT110,33-48
41241,2023-01-28,07:33:00,Avión 8,,205,33-46
41252,2023-01-28,13:47:00,Avión 16,PDQ,,
41261,2023-01-28,15:11:00,Avión 17,PIQ,,23-51
41262,2023-01-28,15:18:00,Avión 34,PIQ,943,
41266,2023-01-28,19:26:00,Avión 7,PDQ,NT317,53-00
41240,2023-01-28,07:07:00,Avión 24,PIQ,NT5751,73-31
41315,2023-01-29,11:50:00,Avión 24,,NT5551,
41319,2023-01-30,07:16:00,Avión 20,PDQ,,
41341,2023-01-30,14:52:00,Avión 7,PDQ,,
41344,2023-01-30,15:26:00,Avión 19,PDQ,NT158,12-37
41314,2023-01-30,06:45:00,Avión 8,PIQ,200,23-44
41339,2023-01-30,14:40:00,Avión 20,PDQ,NT222,
41318,2023-01-30,07:16:00,Avión 24,PIQ,,73-31
41365,2023-01-31,07:35:00,Avión 8,PIQ,NT655,23-44
41371,2023-01-31,13:15:00,Avión 16,PDQ,,05-20
41366,2023-01-31,07:55:00,Avión 10,PDQ,,05-20
41370,2023-01-31,10:52:00,Avión 20,PDQ,NT6102,
41395,2023-02-01,02:09:00,Avión 10,TER,,00-00
41424,2023-02-01,16:03:00,Avión 25,PDQ,,
41436,2023-02-01,21:41:00,Avión 2,PDQ,NT235,72-00
41416,2023-02-01,12:48:00,Avión 20,PIQ,618,25-65
41413,2023-02-01,11:09:00,Avión 13,PIQ,650,30-00
41480,2023-02-02,15:38:00,Avión 19,PIQ,,52-11
41491,2023-02-02,20:26:00,Avión 28,PDQ,531,
41454,2023-02-02,07:39:00,Avión 7,PIQ,655,25-00
41462,2023-02-02,09:46:00,Avión 11,PIQ,NT606,
41464,2023-02-02,10:55:00,Avión 21,PDQ,NT127,25-62
41520,2023-02-03,12:47:00,Avión 21,PIQ,6521,
41544,2023-02-03,21:36:00,Avión 2,PIQ,,
41509,2023-02-03,06:39:00,Avión 34,HOR,451,
41639,2023-02-03,16:00:00,Avión 7,PIQ,NT633,UNK
41516,2023-02-03,09:23:00,Avión 11,PIQ,453,
44649,2023-02-03,13:40:00,Avión 8,PDQ,NT323,UNK
41640,2023-02-04,17:00:00,Avión 17,PDQ,NT166,
41562,2023-02-04,08:31:00,Avión 7,PIQ,,05-51
41563,2023-02-04,09:18:00,Avión 35,PDQ,501,
41576,2023-02-04,17:37:00,Avión 22,PDQ,,30-83
41566,2023-02-04,11:59:00,Avión 2,PDQ,NT110,34-11
41598,2023-02-05,08:01:00,Avión 2,PIQ,NT642,34-58
41604,2023-02-05,12:48:00,Avión 14,PDQ,NT190,35-12
41612,2023-02-05,17:08:00,Avión 18,PIQ,,UNK
41630,2023-02-06,06:30:00,Avión 36,PDQ,500,
41631,2023-02-06,06:43:00,Avión 10,PIQ,414,00-00
41634,2023-02-06,07:35:00,Avión 14,PDQ,,05-20
41635,2023-02-06,07:39:00,Avión 17,PIQ,655,10-20
41658,2023-02-06,15:14:00,Avión 22,HOR,,27-22
41653,2023-02-06,14:42:00,Avión 16,,,33-37
41638,2023-02-06,08:25:00,Avión 11,PDQ,155,
41647,2023-02-06,07:00:00,Avión 14,CVU,NT156,UNK
41828,2023-02-06,09:50:00,Avión 31,PIQ,,00-00
41659,2023-02-06,15:59:00,Avión 35,PDQ,,
41652,2023-02-06,14:41:00,Avión 1,PDQ,,
41710,2023-02-07,16:50:00,Avión 11,PDQ,,
41690,2023-02-07,07:48:00,Avión 11,PDQ,,
42356,2023-02-07,07:55:00,Avión 14,PIQ,655,UNK
41732,2023-02-08,08:59:00,Avión 2,,,52-11
41743,2023-02-08,14:39:00,Avión 35,PDQ,222,12-37
41780,2023-02-09,08:34:00,Avión 15,PDQ,NT6505,73-33
41797,2023-02-09,18:08:00,Avión 13,PIQ,NT165,30-61
41781,2023-02-09,08:38:00,Avión 14,PIQ,,
41798,2023-02-09,18:23:00,Avión 8,PIQ,NT636,26-24
41802,2023-02-09,19:49:00,Avión 38,PDQ,,
41803,2023-02-09,20:09:00,Avión 2,PDQ,NT188,77-13
41810,2023-02-09,19:00:00,Avión 19,PDQ,,05-20
41773,2023-02-09,06:42:00,Avión 7,PDQ,,24-00
41776,2023-02-09,07:46:00,Avión 21,,,29-00
41774,2023-02-09,06:50:00,Avión 25,PDQ,NT451,31-63
41842,2023-02-10,14:16:00,Avión 22,PIQ,663,
41846,2023-02-10,15:15:00,Avión 11,,157,25-26
41852,2023-02-10,19:34:00,Avión 2,PDQ,312,
41873,2023-02-11,07:21:00,Avión 2,,,34-41
41920,2023-02-12,15:50:00,Avión 21,PDQ,,
41924,2023-02-12,17:59:00,Avión 34,,NT172,30-30
41948,2023-02-13,07:58:00,Avión 14,PIQ,102,
41935,2023-02-13,01:16:00,Avión 17,PDQ,,05-20
41968,2023-02-13,21:51:00,Avión 2,PDQ,NT235,33-50
41961,2023-02-13,15:52:00,Avión 7,PDQ,NT150,45-20
41991,2023-02-14,10:46:00,Avión 6,PDQ,,31-61
41989,2023-02-14,09:02:00,Avión 3,PIQ,606,
41992,2023-02-14,10:50:00,Avión 30,PIQ,419,
41984,2023-02-14,07:28:00,Avión 20,PDQ,503,
42047,2023-02-15,14:52:00,Avión 28,PIQ,,05-51
42038,2023-02-15,13:16:00,Avión 20,PDQ,154,
42033,2023-02-15,11:18:00,Avión 13,PDQ,108,
42030,2023-02-15,09:50:00,Avión 16,PDQ,304,
42027,2023-02-15,08:06:00,Avión 7,PIQ,NT489,26-15
42359,2023-02-15,07:39:00,Avión 1,PDQ,,05-20
42361,2023-02-16,07:00:00,Avión 1,PDQ,NT156,UNK
42073,2023-02-16,07:31:00,Avión 11,PIQ,,
42127,2023-02-17,14:41:00,Avión 1,PDQ,,
42114,2023-02-17,07:34:00,Avión 1,,NT537,23-44
42118,2023-02-17,09:09:00,Avión 37,PIQ,,
42119,2023-02-17,10:53:00,Avión 18,PDQ,,
42137,2023-02-17,19:20:00,Avión 37,PIQ,NT652,21-61
42140,2023-02-17,20:45:00,Avión 34,PIQ,NT318,20-31
42558,2023-02-17,17:20:00,Avión 10,PDQ,NT366,52-31
42120,2023-02-17,11:18:00,Avión 37,PIQ,,12-37
42115,2023-02-17,07:48:00,Avión 35,PDQ,,
42178,2023-02-18,18:00:00,Avión 14,,NT784,
42160,2023-02-18,14:01:00,Avión 31,PIQ,,
42168,2023-02-18,16:02:00,Avión 38,PIQ,,
42155,2023-02-18,08:04:00,Avión 35,PIQ,,
42154,2023-02-18,08:03:00,Avión 11,PDQ,,
42156,2023-02-18,09:04:00,Avión 22,PDQ,NT3081,34-48
42209,2023-02-19,14:57:00,Avión 8,PDQ,NT150,05-51
42213,2023-02-19,17:46:00,Avión 37,GRW,652,
42210,2023-02-19,15:59:00,Avión 13,PDQ,522,24-40
42260,2023-02-20,22:24:00,Avión 24,PDQ,,36-12
42259,2023-02-20,22:10:00,Avión 6,PDQ,,05-20
42234,2023-02-20,09:45:00,Avión 31,PDQ,NT313,25-65
42258,2023-02-20,18:50:00,Avión 25,PDQ,228,00-00
42275,2023-02-21,08:34:00,Avión 16,PDQ,NT102,05-51
42295,2023-02-21,16:20:00,Avión 8,PIQ,6221,23-50
42283,2023-02-21,12:50:00,Avión 11,PDQ,NT3241,00-00
42278,2023-02-21,09:12:00,Avión 21,PIQ,NT453,
42294,2023-02-21,16:10:00,Avión 38,PIQ,942,21-00
42321,2023-02-22,07:35:00,Avión 28,PDQ,NT107,
42322,2023-02-22,07:37:00,Avión 8,PIQ,NT607,
42377,2023-02-23,18:00:00,Avión 6,PDQ,,05-20
42374,2023-02-23,16:33:00,Avión 15,PDQ,,25-64
42395,2023-02-24,07:37:00,Avión 37,PIQ,,
42399,2023-02-24,12:32:00,Avión 12,,,49-00
42630,2023-02-24,21:35:00,Avión 37,PIQ,NT429,61-10
42410,2023-02-24,17:35:00,Avión 16,PDQ,170,
42408,2023-02-24,16:05:00,Avión 31,PDQ,NT519,26-12
42412,2023-02-24,18:51:00,Avión 28,PDQ,NT366,55-31
42629,2023-02-24,18:46:00,Avión 37,PIQ,NT173,
42425,2023-02-25,06:41:00,Avión 3,PDQ,,
42430,2023-02-25,09:48:00,Avión 14,PIQ,,
42435,2023-02-25,14:44:00,Avión 11,PIQ,,25-65
42426,2023-02-25,06:58:00,Avión 35,PDQ,,
42431,2023-02-25,10:24:00,Avión 34,PDQ,NT351,23-30
42452,2023-02-26,06:34:00,Avión 7,PDQ,,
42477,2023-02-26,16:10:00,Avión 19,,,33-48
42466,2023-02-26,08:20:00,Avión 12,,NT5550,
42471,2023-02-26,14:45:00,Avión 15,PDQ,NT5431,33-40
42475,2023-02-26,15:22:00,Avión 22,,NT6203,30-21
42474,2023-02-26,15:21:00,Avión 38,PDQ,NT511,31-31
42460,2023-02-26,11:39:00,Avión 31,PIQ,NT650,61-21
42480,2023-02-26,17:41:00,Avión 13,PDQ,,27-70
42482,2023-02-26,20:34:00,Avión 37,SMA,643,
42500,2023-02-27,07:12:00,Avión 22,PDQ,,
42525,2023-02-27,14:45:00,Avión 35,PIQ,NT147,35-31
42505,2023-02-27,07:33:00,Avión 2,PDQ,,25-33
42509,2023-02-27,08:43:00,Avión 28,PDQ,,
42513,2023-02-27,10:19:00,Avión 21,PDQ,,
42490,2023-02-27,02:53:00,Avión 3,PDQ,,05-20
42493,2023-02-27,04:44:00,Avión 34,PIQ,,
42896,2023-02-27,08:00:00,Avión 18,PDQ,NT107,UNK
42554,2023-02-28,08:59:00,Avión 34,PDQ,501,
42553,2023-02-28,08:05:00,Avión 18,PDQ,350,
42552,2023-02-28,07:57:00,Avión 3,PDQ,205,
