ID,Occurred,At,A/C,Station,Flight No,ATA
42574,2023-02-28,17:03:00,Avión 36,PDQ,NT6103,
42564,2023-02-28,13:37:00,Avión 36,PDQ,6103,
42597,2023-03-01,07:05:00,Avión 17,PIQ,605,
42604,2023-03-01,07:55:00,Avión 32,PDQ,,32-49
42623,2023-03-01,14:59:00,Avión 16,PIQ,NT622,34-12
42611,2023-03-01,09:34:00,Avión 14,PIQ,NT608,38-10
42627,2023-03-01,15:40:00,Avión 15,PDQ,NT5231,
42709,2023-03-01,15:45:00,Avión 18,PDQ,NT522,UNK
42710,2023-03-01,16:45:00,Avión 14,PIQ,NT673,UNK
42657,2023-03-02,07:06:00,Avión 38,PDQ,NT503,52-31
42675,2023-03-02,14:31:00,Avión 13,PDQ,107,27-70
42679,2023-03-02,16:06:00,Avión 18,PDQ,,
42687,2023-03-02,18:20:00,Avión 12,PDQ,,05-20
42688,2023-03-02,20:45:00,Avión 23,PDQ,NT195,25-00
42661,2023-03-02,07:51:00,Avión 24,PDQ,NT6505,25-65
42648,2023-03-02,04:44:00,Avión 2,PDQ,,
42662,2023-03-02,07:53:00,Avión 17,,,29-12
42668,2023-03-02,11:44:00,Avión 21,PDQ,IBB516,23-43
42721,2023-03-03,15:05:00,Avión 28,PDQ,NT150,
42901,2023-03-03,07:00:00,Avión 24,PDQ,NT153,UNK
42729,2023-03-03,18:21:00,Avión 1,PDQ,NT178,31-63
42735,2023-03-03,21:21:00,Avión 24,PDQ,NT5751,05-00
42713,2023-03-03,13:29:00,Avión 16,,465,33-48
42706,2023-03-03,08:33:00,Avión 13,PDQ,350,
42902,2023-03-03,11:50:00,Avión 24,ZAZ,NT5551,UNK
42705,2023-03-03,08:28:00,Avión 24,PDQ,NT153,32-61
42727,2023-03-03,15:30:00,Avión 35,PDQ,,23-51
42707,2023-03-03,09:27:00,Avión 3,PIQ,415,
42728,2023-03-03,17:17:00,Avión 38,PDQ,NT519,05-20
42748,2023-03-04,05:30:00,Avión 15,PDQ,,05-20
42751,2023-03-04,05:57:00,Avión 23,PDQ,,05-20
42808,2023-03-05,18:04:00,Avión 38,PDQ,NT172,
42803,2023-03-05,16:05:00,Avión 28,PDQ,NT221,
42805,2023-03-05,16:21:00,Avión 17,PIQ,NT630,
42785,2023-03-05,05:02:00,Avión 15,PDQ,,05-20
42812,2023-03-05,22:26:00,Avión 6,PDQ,,05-20
42833,2023-03-06,09:12:00,Avión 23,PDQ,,
42854,2023-03-06,15:50:00,Avión 37,PDQ,,34-58
42846,2023-03-06,14:37:00,Avión 1,,,23-00
42856,2023-03-06,16:35:00,Avión 16,PDQ,,34-25
42818,2023-03-06,05:42:00,Avión 7,PDQ,,05-20
42840,2023-03-06,12:39:00,Avión 2,PDQ,,36-11
42836,2023-03-06,10:19:00,Avión 14,PIQ,,
42857,2023-03-06,16:54:00,Avión 19,PDQ,,
42889,2023-03-07,07:07:00,Avión 1,PDQ,NT500,29-00
42891,2023-03-07,07:55:00,Avión 7,PDQ,NT205,
42898,2023-03-07,08:52:00,Avión 16,PIQ,NT103,
42954,2023-03-08,14:32:00,Avión 23,PIQ,,
42960,2023-03-08,16:13:00,Avión 3,PIQ,471,
42933,2023-03-08,01:06:00,Avión 23,PIQ,NT489,61-00
43003,2023-03-09,13:01:00,Avión 24,PDQ,NT5321,33-43
42999,2023-03-09,08:28:00,Avión 11,PIQ,107,
43011,2023-03-09,15:52:00,Avión 15,PDQ,,70-00
42994,2023-03-09,06:57:00,Avión 37,PDQ,NT318,25-21
43009,2023-03-09,15:45:00,Avión 13,PDQ,,
42996,2023-03-09,07:02:00,Avión 21,PDQ,226,
43013,2023-03-09,17:57:00,Avión 8,,NT165,23-43
43036,2023-03-10,07:52:00,Avión 15,PDQ,NT5701,25-64
43053,2023-03-10,19:06:00,Avión 11,PIQ,,52-10
43169,2023-03-10,21:10:00,Avión 13,CVU,NT128,
43038,2023-03-10,08:55:00,Avión 38,PDQ,NT501,21-31
43049,2023-03-10,14:51:00,Avión 2,PDQ,RSC150,33-00
43041,2023-03-10,12:02:00,Avión 21,PDQ,NT110,
43172,2023-03-11,07:00:00,Avión 2,CVU,NT156,UNK
43075,2023-03-11,07:04:00,Avión 16,PDQ,,05-20
43078,2023-03-11,09:38:00,Avión 34,PDQ,505,
43094,2023-03-11,16:31:00,Avión 19,PIQ,,25-00
43106,2023-03-11,22:31:00,Avión 15,PDQ,NT6504,52-51
43076,2023-03-11,07:27:00,Avión 2,PDQ,NT156,23-51
43084,2023-03-11,13:50:00,Avión 7,,NT658,22-16
43114,2023-03-12,05:18:00,Avión 8,PDQ,NT537,05-51
43124,2023-03-12,07:56:00,Avión 34,PDQ,NT503,
43128,2023-03-12,10:34:00,Avión 13,PDQ,NT120,
43122,2023-03-12,07:36:00,Avión 17,PDQ,NT205,32-42
43125,2023-03-12,08:37:00,Avión 13,PDQ,,
43129,2023-03-12,10:57:00,Avión 18,,,27-70
43150,2023-03-12,21:03:00,Avión 37,PIQ,475,
43175,2023-03-12,11:55:00,Avión 12,,NT5431,UNK
43123,2023-03-12,07:53:00,Avión 14,PDQ,,28-25
43146,2023-03-12,17:29:00,Avión 18,PDQ,311,27-72
43148,2023-03-12,19:33:00,Avión 25,PDQ,,34-11
43174,2023-03-12,21:00:00,Avión 17,PDQ,NT195,UNK
43160,2023-03-13,05:37:00,Avión 7,PDQ,,05-20
43165,2023-03-13,07:03:00,Avión 6,PIQ,,52-31
43168,2023-03-13,09:52:00,Avión 13,PDQ,,52-00
43176,2023-03-13,12:32:00,Avión 34,PDQ,NT509,
43178,2023-03-13,13:47:00,Avión 21,PDQ,,
43199,2023-03-13,20:02:00,Avión 1,PIQ,,24-00
43177,2023-03-13,12:44:00,Avión 36,PDQ,,21-50
43180,2023-03-13,13:13:00,Avión 19,PDQ,,05-51
43190,2023-03-13,16:30:00,Avión 34,PDQ,912,
43209,2023-03-13,22:30:00,Avión 23,PIQ,,31-31
43185,2023-03-13,14:50:00,Avión 28,PIQ,658,
43188,2023-03-13,16:21:00,Avión 18,PDQ,NT108,27-70
43342,2023-03-13,22:15:00,Avión 14,,NT157,UNK
44651,2023-03-13,08:15:00,Avión 19,,NT236,UNK
43242,2023-03-14,14:41:00,Avión 18,PDQ,214,UNK
43245,2023-03-14,15:54:00,Avión 37,SMA,632,21-00
43277,2023-03-14,16:45:00,Avión 37,PIQ,632,21-61
43247,2023-03-14,16:24:00,Avión 23,PIQ,426,
43237,2023-03-14,13:38:00,Avión 17,PDQ,,23-51
43252,2023-03-14,19:43:00,Avión 18,PDQ,,34-11
43279,2023-03-15,09:43:00,Avión 38,PDQ,,
43315,2023-03-15,22:28:00,Avión 8,PIQ,,05-20
43297,2023-03-15,15:49:00,Avión 25,PDQ,,
43298,2023-03-15,16:02:00,Avión 22,PDQ,,24-32
43265,2023-03-15,05:29:00,Avión 25,PDQ,,29-00
43295,2023-03-15,15:40:00,Avión 21,PIQ,,05-51
43284,2023-03-15,12:17:00,Avión 36,PDQ,,25-13
43302,2023-03-15,18:27:00,Avión 1,PIQ,NT636,24-52
43332,2023-03-16,09:55:00,Avión 11,PIQ,,
43343,2023-03-16,15:40:00,Avión 22,PDQ,,UNK
43335,2023-03-16,11:34:00,Avión 1,PDQ,NT610,42-11
43348,2023-03-16,17:12:00,Avión 37,PDQ,,21-00
43351,2023-03-16,19:24:00,Avión 23,PIQ,,28-21
43364,2023-03-17,05:58:00,Avión 17,PIQ,,
43406,2023-03-17,18:22:00,Avión 38,PDQ,,
43458,2023-03-17,07:20:00,Avión 19,PDQ,,UNK
43370,2023-03-17,06:57:00,Avión 11,PDQ,NT309,24-62
43392,2023-03-17,14:43:00,Avión 36,PDQ,NT135,24-31
43410,2023-03-17,20:42:00,Avión 28,,NT217,30-31
43395,2023-03-17,15:19:00,Avión 22,PDQ,NT507,79-32
43372,2023-03-17,07:40:00,Avión 3,PDQ,,
43428,2023-03-18,06:39:00,Avión 15,PDQ,,28-42
43442,2023-03-18,14:18:00,Avión 37,PIQ,420,52-31
43430,2023-03-18,06:54:00,Avión 18,PIQ,414,32-40
43468,2023-03-18,23:00:00,Avión 12,PDQ,NT9400,29-00
43434,2023-03-18,09:32:00,Avión 23,PIQ,NT119,22-16
43447,2023-03-18,15:44:00,Avión 18,PDQ,,27-10
43480,2023-03-19,06:58:00,Avión 25,PDQ,,23-51
43517,2023-03-19,23:00:00,Avión 36,PIQ,,
43499,2023-03-19,16:12:00,Avión 37,PDQ,NT515,21-31
43502,2023-03-19,19:45:00,Avión 6,SDR,5901,55-00
43487,2023-03-19,11:02:00,Avión 13,PDQ,,25-24
43484,2023-03-19,08:40:00,Avión 24,PIQ,5550,75-30
43545,2023-03-20,14:36:00,Avión 1,PIQ,,24-52
43532,2023-03-20,09:16:00,Avión 23,PDQ,225,80-00
43542,2023-03-20,08:15:00,Avión 20,,NT236,
43529,2023-03-20,07:50:00,Avión 38,PIQ,451,35-31
43601,2023-03-21,13:02:00,Avión 10,,NT521,28-42
43598,2023-03-21,11:34:00,Avión 3,PIQ,662,31-19
43612,2023-03-21,15:30:00,Avión 1,PIQ,,24-31
43586,2023-03-21,07:37:00,Avión 12,PDQ,,
43639,2023-03-21,16:05:00,Avión 38,,NT942,
43591,2023-03-21,09:19:00,Avión 10,PDQ,NT521,28-42
43614,2023-03-21,16:27:00,Avión 10,PDQ,524,12-11
43592,2023-03-21,09:28:00,Avión 34,PDQ,304,31-00
43584,2023-03-21,06:51:00,Avión 25,PDQ,,
43641,2023-03-21,16:40:00,Avión 23,,NT426,
43638,2023-03-21,08:15:00,Avión 11,,NT155,
43618,2023-03-21,21:35:00,Avión 1,PDQ,192,80-00
43665,2023-03-22,14:42:00,Avión 13,PDQ,NT6805,25-00
43645,2023-03-22,07:27:00,Avión 15,PDQ,,
43661,2023-03-22,14:15:00,Avión 19,PDQ,,
43667,2023-03-22,14:55:00,Avión 35,PDQ,NT6168,25-21
43673,2023-03-22,16:38:00,Avión 23,PDQ,NT166,72-00
43674,2023-03-22,18:20:00,Avión 4,PDQ,353,22-10
43683,2023-03-22,22:33:00,Avión 27,PIQ,,05-20
43700,2023-03-22,22:20:00,Avión 11,,NT157,
43652,2023-03-22,10:05:00,Avión 20,GRW,NT350,24-32
43648,2023-03-22,07:42:00,Avión 18,PIQ,,
43675,2023-03-22,18:22:00,Avión 7,PIQ,,33-50
43643,2023-03-22,07:14:00,Avión 6,PDQ,,
43658,2023-03-22,13:38:00,Avión 4,PDQ,,
43670,2023-03-22,15:25:00,Avión 10,PDQ,NT160,22-00
43647,2023-03-22,07:36:00,Avión 10,PDQ,,27-32
43740,2023-03-23,22:07:00,Avión 34,PDQ,193,
43713,2023-03-23,10:44:00,Avión 3,PDQ,NT120,79-00
43711,2023-03-23,09:24:00,Avión 3,PIQ,453,
43714,2023-03-23,11:15:00,Avión 10,PDQ,,
43785,2023-03-24,16:50:00,Avión 18,PDQ,519,72-00
43764,2023-03-24,09:04:00,Avión 34,PIQ,605,05-51
43783,2023-03-24,15:27:00,Avión 38,PDQ,,
43773,2023-03-24,12:44:00,Avión 20,PIQ,,
43793,2023-03-24,21:57:00,Avión 20,PIQ,,
43748,2023-03-24,03:37:00,Avión 6,PDQ,NT5301,25-00
43770,2023-03-24,12:10:00,Avión 37,PDQ,,
43782,2023-03-24,15:05:00,Avión 35,PIQ,,
43803,2023-03-25,05:13:00,Avión 12,PDQ,,73-00
43814,2023-03-25,12:36:00,Avión 10,PIQ,618,22-18
43826,2023-03-25,14:52:00,Avión 7,PIQ,,31-63
43810,2023-03-25,08:49:00,Avión 16,PDQ,,
43813,2023-03-25,11:07:00,Avión 16,PDQ,,28-42
43830,2023-03-25,15:44:00,Avión 37,PIQ,,25-65
43812,2023-03-25,08:16:00,Avión 10,PIQ,604,12-11
43861,2023-03-26,07:59:00,Avión 11,PIQ,NT415,23-00
43884,2023-03-26,22:27:00,Avión 24,PDQ,NT5201,28-00
43877,2023-03-26,16:58:00,Avión 7,,,32-31
43876,2023-03-26,16:27:00,Avión 1,,NT154,61-00
43878,2023-03-26,18:54:00,Avión 10,PDQ,,42-11
43859,2023-03-26,07:14:00,Avión 4,PDQ,NT106,27-70
43940,2023-03-27,21:04:00,Avión 20,PIQ,,
43909,2023-03-27,09:39:00,Avión 14,PDQ,NT209,20-21
43927,2023-03-27,14:46:00,Avión 18,PDQ,,61-00
43919,2023-03-27,13:07:00,Avión 34,HOR,NT783,28-00
43970,2023-03-28,06:15:00,Avión 38,PDQ,NT226,24-40
43994,2023-03-28,18:19:00,Avión 16,PIQ,NT484,12-16
43965,2023-03-28,05:47:00,Avión 8,PIQ,,12-14
43979,2023-03-28,11:28:00,Avión 6,PDQ,,12-00
44018,2023-03-29,04:42:00,Avión 17,PIQ,,
44050,2023-03-29,17:00:00,Avión 38,PDQ,NT523,
44025,2023-03-29,06:11:00,Avión 22,PIQ,100,
44031,2023-03-29,08:48:00,Avión 13,PDQ,NT109,38-31
44040,2023-03-29,13:23:00,Avión 1,PDQ,,31-63
44109,2023-03-30,18:32:00,Avión 17,PDQ,RSC533,31-31
44089,2023-03-30,11:52:00,Avión 28,,157,
44083,2023-03-30,07:39:00,Avión 22,PDQ,NT203,05-51
44101,2023-03-30,15:19:00,Avión 8,PIQ,NT117,61-11
44114,2023-03-30,13:43:00,Avión 4,PIQ,,
44139,2023-03-31,07:09:00,Avión 23,PDQ,,23-51
44160,2023-03-31,14:44:00,Avión 20,PDQ,IBB352,32-21
44171,2023-03-31,20:07:00,Avión 4,PDQ,NT1241,27-00
44151,2023-03-31,08:50:00,Avión 23,,NT351,24-40
44641,2023-03-31,21:15:00,Avión 34,,NT193,UNK
44167,2023-03-31,18:12:00,Avión 4,PIQ,NT173,27-30
44158,2023-03-31,14:29:00,Avión 18,PDQ,NT148,24-40
44179,2023-03-31,21:54:00,Avión 16,PIQ,,25-61
44216,2023-04-01,16:41:00,Avión 11,PDQ,NT634,25-13
44222,2023-04-01,19:53:00,Avión 15,PIQ,NT5461,25-11
44298,2023-04-01,14:47:00,Avión 19,,4731,
44247,2023-04-01,11:03:00,Avión 35,,107,UNK
44197,2023-04-01,10:21:00,Avión 25,CVU,783,12-13
44182,2023-04-01,01:24:00,Avión 23,PDQ,,77-13
44210,2023-04-01,14:44:00,Avión 11,PIQ,,35-31
44214,2023-04-01,15:53:00,Avión 17,PDQ,NT159,
44204,2023-04-01,13:47:00,Avión 21,PDQ,517,21-61
44206,2023-04-01,14:06:00,Avión 25,PDQ,NT511,
44219,2023-04-01,17:59:00,Avión 11,PDQ,,25-64
44250,2023-04-01,11:21:00,Avión 12,,9600,
44265,2023-04-02,15:03:00,Avión 38,PDQ,,29-12
44272,2023-04-02,19:36:00,Avión 18,PDQ,NT312,32-00
44275,2023-04-02,20:37:00,Avión 1,PIQ,,
44260,2023-04-02,14:10:00,Avión 18,PDQ,NT511,32-45
44255,2023-04-02,06:55:00,Avión 3,,NT655,
44244,2023-04-02,07:56:00,Avión 7,PDQ,NT102,25-00
44319,2023-04-03,12:45:00,Avión 8,PDQ,,
44304,2023-04-03,09:05:00,Avión 10,PIQ,NT415,24-32
44324,2023-04-03,13:43:00,Avión 7,PDQ,,24-60
44328,2023-04-03,15:02:00,Avión 10,PIQ,,24-32
44301,2023-04-03,07:38:00,Avión 12,PDQ,,
44318,2023-04-03,06:00:00,Avión 35,,NT503,
44320,2023-04-03,13:11:00,Avión 24,PDQ,,25-00
44330,2023-04-03,16:18:00,Avión 18,PIQ,,05-51
44281,2023-04-03,02:01:00,Avión 17,TER,,
44282,2023-04-03,02:53:00,Avión 7,,,
44313,2023-04-03,10:58:00,Avión 20,,,22-18
44363,2023-04-04,06:14:00,Avión 23,PDQ,NT103,24-32
44370,2023-04-04,10:09:00,Avión 23,PDQ,NT103,24-32
44367,2023-04-04,06:38:00,Avión 17,PDQ,NT156,23-43
44354,2023-04-04,04:30:00,Avión 19,PDQ,,
44368,2023-04-04,09:25:00,Avión 24,PDQ,,24-00
44365,2023-04-04,06:34:00,Avión 1,PIQ,,
44392,2023-04-04,16:39:00,Avión 13,PIQ,634,00-00
44377,2023-04-04,12:41:00,Avión 32,PDQ,NT5821,52-00
44396,2023-04-04,18:50:00,Avión 8,PDQ,,
44428,2023-04-05,12:43:00,Avión 35,PDQ,NT207,23-42
44421,2023-04-05,06:16:00,Avión 7,,NT156,33-49
44426,2023-04-05,11:22:00,Avión 7,PDQ,1261,
44420,2023-04-05,06:00:00,Avión 38,,942,
44437,2023-04-05,15:34:00,Avión 13,PIQ,,05-51
44419,2023-04-05,05:51:00,Avión 17,PDQ,,32-42
44466,2023-04-06,09:15:00,Avión 16,PDQ,,79-00
44468,2023-04-06,10:08:00,Avión 3,PDQ,114,
44510,2023-04-07,10:15:00,Avión 20,CVU,NT782,
44500,2023-04-07,05:23:00,Avión 17,,157,
44502,2023-04-07,05:50:00,Avión 13,PDQ,,
44606,2023-04-09,14:18:00,Avión 16,PDQ,,26-12
44594,2023-04-09,10:15:00,Avión 23,PIQ,110,73-14
44597,2023-04-09,11:56:00,Avión 37,PIQ,NT469,
44590,2023-04-09,06:39:00,Avión 36,PIQ,611,35-31
44665,2023-04-10,20:43:00,Avión 18,PDQ,,11-00
44650,2023-04-10,14:40:00,Avión 16,PIQ,,UNK
44630,2023-04-10,05:52:00,Avión 37,,NT621,
44667,2023-04-10,21:05:00,Avión 7,PDQ,,33-48
44664,2023-04-10,20:36:00,Avión 6,PDQ,,05-20
44628,2023-04-10,05:13:00,Avión 7,PDQ,,05-20
44636,2023-04-10,08:17:00,Avión 3,PDQ,,
44661,2023-04-10,19:31:00,Avión 20,PIQ,485,
44691,2023-04-11,06:09:00,Avión 7,,,33-48
44697,2023-04-11,10:41:00,Avión 23,PDQ,304,34-25
44705,2023-04-11,14:04:00,Avión 10,PIQ,,05-51
44706,2023-04-11,14:02:00,Avión 38,PIQ,NT943,30-30
44683,2023-04-11,03:41:00,Avión 11,PDQ,,05-20
44761,2023-04-12,18:34:00,Avión 3,PIQ,NT638,20-45
44745,2023-04-12,12:15:00,Avión 35,PDQ,,
44746,2023-04-12,12:54:00,Avión 20,PDQ,,
44802,2023-04-13,06:00:00,Avión 24,PDQ,,
44782,2023-04-13,06:10:00,Avión 12,PDQ,NT106,74-21
44776,2023-04-13,05:09:00,Avión 19,PDQ,,79-26
44804,2023-04-13,13:18:00,Avión 12,PDQ,NT5733,79-00
44813,2023-04-13,16:42:00,Avión 18,PDQ,,33-20
44847,2023-04-14,13:46:00,Avión 16,PDQ,,25-56
44840,2023-04-14,09:31:00,Avión 10,PIQ,,05-51
44841,2023-04-14,10:05:00,Avión 16,PIQ,650,52-30
44851,2023-04-14,15:37:00,Avión 1,PIQ,NT 471,
44838,2023-04-14,09:23:00,Avión 33,PIQ,,
44845,2023-04-14,07:30:00,Avión 12,PDQ,,
44828,2023-04-14,05:09:00,Avión 21,PDQ,,72-00
44892,2023-04-15,15:25:00,Avión 7,PDQ,,25-00
44877,2023-04-15,08:30:00,Avión 24,,,32-40
44884,2023-04-15,08:45:00,Avión 38,PDQ,,
44937,2023-04-16,13:38:00,Avión 2,PDQ,,35-13
44933,2023-04-16,13:10:00,Avión 4,PIQ,,61-50
44944,2023-04-16,15:46:00,Avión 2,PDQ,169,
44942,2023-04-16,15:12:00,Avión 23,PDQ,NT158,35-31
44978,2023-04-17,08:21:00,Avión 23,PIQ,,22-18
44998,2023-04-17,14:49:00,Avión 12,PDQ,,
45034,2023-04-18,09:25:00,Avión 36,PDQ,NT304,11-31
45035,2023-04-18,08:49:00,Avión 11,PIQ,,24-31
45036,2023-04-18,08:57:00,Avión 24,PDQ,,
45083,2023-04-18,20:40:00,Avión 4,,,28-21
45043,2023-04-18,12:30:00,Avión 20,PIQ,NT943,61-00
45065,2023-04-18,18:46:00,Avión 16,PDQ,,29-11
45112,2023-04-19,20:20:00,Avión 28,PDQ,NT192,28-24
45077,2023-04-19,02:51:00,Avión 24,PDQ,NT6K,79-27
45084,2023-04-19,06:16:00,Avión 18,,,27-70
45106,2023-04-19,16:25:00,Avión 20,PIQ,NT634,21-60
45149,2023-04-20,13:39:00,Avión 37,CVU,NT304,12-14
45152,2023-04-20,14:22:00,Avión 35,PDQ,,05-20
45145,2023-04-20,12:43:00,Avión 17,PIQ,,35-11
45139,2023-04-20,08:37:00,Avión 37,PDQ,NT304,12-14
45205,2023-04-21,14:11:00,Avión 23,PDQ,IBB511,33-00
45206,2023-04-21,14:36:00,Avión 8,PIQ,NT630,28-21
45180,2023-04-21,08:24:00,Avión 4,PDQ,NT304,34-58
45172,2023-04-21,05:45:00,Avión 20,PDQ,NT351,35-10
45177,2023-04-21,07:20:00,Avión 23,PIQ,105,27-70
45211,2023-04-21,15:23:00,Avión 35,PDQ,352,22-00
45216,2023-04-21,20:04:00,Avión 3,PDQ,,12-16
45179,2023-04-21,08:05:00,Avión 23,PIQ,105,27-70
45193,2023-04-21,11:07:00,Avión 1,PDQ,NT152,74-21
45249,2023-04-22,10:55:00,Avión 38,PDQ,NT1161,23-43
45251,2023-04-22,11:15:00,Avión 20,PDQ,NT351,35-10
45264,2023-04-22,14:45:00,Avión 22,PDQ,,12-11
45237,2023-04-22,06:54:00,Avión 25,PIQ,,20-21
45256,2023-04-22,13:04:00,Avión 23,PDQ,,25-11
45222,2023-04-22,00:53:00,Avión 8,PDQ,,28-00
45234,2023-04-22,05:47:00,Avión 23,,105,27-70
45317,2023-04-23,15:25:00,Avión 13,PDQ,NT501,34-58
45296,2023-04-23,09:19:00,Avión 13,PDQ,NT501,34-58
45285,2023-04-23,04:06:00,Avión 16,PIQ,,61-00
45305,2023-04-23,12:45:00,Avión 23,PDQ,,53-67
45325,2023-04-23,21:07:00,Avión 38,PDQ,538,24-32
45375,2023-04-24,19:45:00,Avión 37,PIQ,,12-37
45392,2023-04-24,23:42:00,Avión 8,PDQ,,
45391,2023-04-24,22:47:00,Avión 1,PDQ,,05-20
45348,2023-04-24,08:31:00,Avión 38,PDQ,NT188,24-32
45417,2023-04-25,10:43:00,Avión 8,PDQ,505,05-20
45446,2023-04-26,02:44:00,Avión 7,PDQ,,
45513,2023-04-26,21:00:00,Avión 3,,193,
45459,2023-04-26,06:59:00,Avión 21,PDQ,NT503,29-10
45485,2023-04-26,18:52:00,Avión 11,,NT638,25-33
45456,2023-04-26,06:08:00,Avión 23,PIQ,100,52-31
45538,2023-04-27,16:08:00,Avión 23,PIQ,NT167,52-31
45510,2023-04-27,06:32:00,Avión 18,PDQ,NT156,34-18
45533,2023-04-27,14:47:00,Avión 17,PIQ,NT135,
45543,2023-04-27,18:58:00,Avión 23,PDQ,,
45564,2023-04-28,10:05:00,Avión 11,PDQ,120,
45574,2023-04-28,13:49:00,Avión 2,PDQ,,05-00
45553,2023-04-28,04:10:00,Avión 24,PDQ,,27-03
45557,2023-04-28,06:36:00,Avión 4,PIQ,655,24-42
45577,2023-04-28,14:05:00,Avión 16,PIQ,NT630,61-51
45608,2023-04-29,07:24:00,Avión 20,PIQ,,
45616,2023-04-29,07:00:00,Avión 3,PDQ,2101,
45612,2023-04-29,10:37:00,Avión 34,PIQ,,61-51
45614,2023-04-29,12:01:00,Avión 6,PDQ,,34-11
45645,2023-04-29,20:44:00,Avión 20,PIQ,,12-13
45681,2023-04-30,14:47:00,Avión 3,,NT221,21-11
45730,2023-05-01,13:39:00,Avión 24,PDQ,,27-43
45744,2023-05-01,17:05:00,Avión 2,PDQ,NT219,25-11
45735,2023-05-01,14:00:00,Avión 10,PDQ,1311,25-26
45734,2023-05-01,13:49:00,Avión 23,PIQ,147,35-31
45733,2023-05-01,13:44:00,Avión 25,PIQ,NT6661,35-31
45746,2023-05-01,18:40:00,Avión 4,PIQ,NT179,24-22
45768,2023-05-02,07:05:00,Avión 21,PIQ,,32-40
45764,2023-05-02,06:03:00,Avión 18,PDQ,520,
45795,2023-05-02,15:56:00,Avión 1,PIQ,,35-31
45803,2023-05-02,21:01:00,Avión 21,PIQ,NT485,32-49
45799,2023-05-02,17:16:00,Avión 1,PDQ,170,
45848,2023-05-03,14:32:00,Avión 22,PIQ,,52-31
45857,2023-05-03,17:25:00,Avión 35,,NT652,21-50
45858,2023-05-03,18:00:00,Avión 6,PDQ,NT5401,53-00
45826,2023-05-03,06:36:00,Avión 4,PIQ,NT632,52-31
45824,2023-05-03,06:29:00,Avión 38,,,24-32
45854,2023-05-03,15:32:00,Avión 23,PIQ,421,
45849,2023-05-03,14:38:00,Avión 25,PDQ,NT160,23-70
45847,2023-05-03,14:21:00,Avión 21,PDQ,NT511,33-48
46638,2023-05-03,13:30:00,Avión 37,PDQ,NT518,UNK
46491,2023-05-03,06:20:00,Avión 37,PDQ,NT309,UNK
45894,2023-05-04,11:43:00,Avión 36,PIQ,,
45881,2023-05-04,07:04:00,Avión 20,PDQ,,79-00
45882,2023-05-04,07:25:00,Avión 18,,604,73-15
45936,2023-05-05,10:50:00,Avión 16,PDQ,209,34-58
45960,2023-05-05,21:02:00,Avión 10,PIQ,422,
45946,2023-05-05,13:44:00,Avión 10,PIQ,622,72-00
45934,2023-05-05,08:17:00,Avión 37,PIQ,105,23-51
45985,2023-05-06,10:42:00,Avión 7,PDQ,NT6102,79-34
46005,2023-05-06,17:01:00,Avión 7,PDQ,530,35-10
46496,2023-05-06,15:10:00,Avión 3,TER,NT223,UNK
46029,2023-05-07,08:12:00,Avión 23,PIQ,606,61-21
46041,2023-05-07,13:20:00,Avión 18,PIQ,629,35-31
46045,2023-05-07,15:02:00,Avión 20,HOR,515,61-40
46074,2023-05-08,05:40:00,Avión 19,PIQ,644,
46091,2023-05-08,14:04:00,Avión 15,AVR,001,05-20
46092,2023-05-08,14:08:00,Avión 6,PDQ,5321,78-30
46105,2023-05-08,21:14:00,Avión 24,PIQ,NT5601,26-23
46104,2023-05-08,20:22:00,Avión 2,PDQ,166,
46155,2023-05-09,15:16:00,Avión 17,PDQ,,05-51
46158,2023-05-09,15:47:00,Avión 35,PDQ,169,52-31
46137,2023-05-09,10:23:00,Avión 8,PIQ,NT115,73-14
46154,2023-05-09,15:05:00,Avión 4,PDQ,NT522,26-00
46123,2023-05-09,06:31:00,Avión 38,PIQ,NT100,61-50
46157,2023-05-09,15:24:00,Avión 22,PDQ,166,61-23
46127,2023-05-09,07:48:00,Avión 28,PIQ,453,
46162,2023-05-09,17:40:00,Avión 3,PDQ,RSC311,61-23
46218,2023-05-10,20:42:00,Avión 36,PIQ,485,05-20
46185,2023-05-10,05:23:00,Avión 6,PIQ,106,21-26
46191,2023-05-10,08:59:00,Avión 10,PIQ,468,32-42
46216,2023-05-10,20:00:00,Avión 23,PDQ,,
46208,2023-05-10,13:59:00,Avión 22,,,05-51
46196,2023-05-10,11:00:00,Avión 8,PIQ,NT618,30-30
46255,2023-05-11,17:34:00,Avión 35,PIQ,NT784,31-63
46241,2023-05-11,12:57:00,Avión 17,PIQ,470,24-32
46291,2023-05-11,15:30:00,Avión 19,PDQ,154,52-11
46243,2023-05-11,13:06:00,Avión 4,PIQ,658,25-21
46253,2023-05-11,16:13:00,Avión 17,PDQ,170,24-32
46252,2023-05-11,16:10:00,Avión 19,PDQ,154,52-11
46287,2023-05-12,07:46:00,Avión 17,HOR,NT521,
46306,2023-05-12,15:20:00,Avión 21,PDQ,NT524,
46280,2023-05-12,06:11:00,Avión 16,PIQ,NT100,33-50
46294,2023-05-12,12:57:00,Avión 36,PDQ,517,32-42
46301,2023-05-12,14:35:00,Avión 38,PIQ,135,24-21
46308,2023-05-12,16:08:00,Avión 3,PDQ,166,33-10
46316,2023-05-12,20:12:00,Avión 17,PDQ,316,05-20
46364,2023-05-13,17:50:00,Avión 23,PIQ,475,20-21
